Text,Sentiment,word_count,char_count,clean_text,pred_label_GPT,pred_label_RoBERTa
AMZN short stopped out.  rough to walk into a gap up,0,11,52,amzn short stopped rough walk gap,0,0
this could be the last good chance to short AMZN,0,10,48,could last good chance short amzn,0,1
"O delivered 4Q 2012 adjusted earnings of 0.79 per share, which exceeded 4Q 2011 earnings by 8.2%. ong if beats 41.52. Stop loss 41.11",1,24,133,delivered adjusted earnings per share exceeded earnings ong beat stop loss,1,1
CSN Scaling Down at 1.3445000,1,5,29,csn scaling,0,1
For the past 10 years F has booked an avg return of -4.4% from Jan to Mar option expiration. F has posted negative returns for 2/10 years,0,27,137,past year booked avg return jan mar option expiration posted negative return year,0,0
"Exact reason why ETFs are safer than individual stocks, News Kills a stock - Trade KO Not CF  ",1,18,94,exact reason etf safer individual stock news kill stock trade,0,0
user O Stop loss in 41.54 after beating 41.74,1,9,45,user stop loss beating,1,0
user: user O Stop loss in 41.54 after beating 41.74,1,10,51,user user stop loss beating,1,0
OCN running IGHT NOW,1,4,20,ocn running ight,1,1
P approaching resistance area around 12.47/.50  ,1,6,48,approaching resistance area around,0,1
"FDO spread buying Jul 57.50C 5,400 times at 2.90 selling the Jul 52.50P 5,400 times at 2.20. Both against much lower open interest",1,23,130,fdo spread buying jul c time selling jul p time much lower open interest,0,0
The ise of Google Play: App Annie Index January 2013   h/t user GOOG AAP,1,14,72,ise google play app annie index january user goog aap,0,1
V going into full breakdown mode,0,6,32,going full breakdown mode,0,0
Majority of eading Stocks regularly lag NQ_F & ES_F on strong up days.  AMH QCOM KS GS SSYS KBH FT GOOG,0,21,103,majority eading stock regularly lag strong day amh qcom ssys kbh goog,0,0
"user 5 stocks i've been buying at 50 with hopes for 70, SBX KOS PANW EBAY HAIN - AM I diversified? Will i see 70 this year?",1,27,123,user stock buying hope sbx ko panw ebay hain diversified see year,0,1
"Buying V on any and all pullbacks.  Doubled since IPO, expecting another double sooner than later",1,16,97,buying pullback doubled since ipo expecting another double sooner later,1,1
un-p Trade Into DVAX FDA Approval Decision  ,1,7,44,trade dvax fda approval decision,0,1
AAP and 20EMA   ,0,3,16,aap ema,0,0
CEE should crack 45 not letting go above 45.15 with full cover then will reshort again - CEE on the red train down now,0,24,118,cee crack letting full cover reshort cee red train,0,1
"FFIV - short, anybody thinking of buying this should be watching EZCH  - EZCH a supplier to comm./switch co's",0,19,109,ffiv short anybody thinking buying watching ezch ezch supplier comm switch,0,1
IDCC .. Take a look at how IDCC performs after touching lower Bband previously!!!  ,1,14,83,idcc take look idcc performs touching lower bband previously,0,0
"MDSO - ong  27.51. Trailing Stop  41.40 from 11 prior Stops of 38.58, 37.67, 37.11, ... 27.51, 25.15 and 22.79 -  ",1,21,114,mdso ong trailing stop prior stop,0,0
NFX short via 2/22 Put 4.65,0,6,27,nfx short via put,0,1
user Where do you see it by the end of next week? NFX,0,13,53,user see end next week nfx,0,1
CIMT is a player in 3-D imaging CAD software designs that has explosive growth paying SDIV in the industry DDD SSYS ONVO PCP DASTY,1,24,130,cimt player imaging cad software design explosive growth paying sdiv industry ddd ssys onvo pcp dasty,0,1
"With the mess that Twitter andThe Grammy's made of Hashtags #sting (are you kidding me), excited for GOOG to just step in and print  off #",1,26,138,mess twitter andthe grammy made hashtags sting kidding excited goog step print,0,0
"TTM revs, retained earnings, FCF last 5yr. Yoga growin lifestyle trend. Can  stay on top of it?  ",1,17,97,ttm rev retained earnings fcf last yr yoga growin lifestyle trend stay top,0,1
"Deere & Co DE predicts slowdown in .S. farming, but boom abroad",1,12,63,deere predicts slowdown farming boom abroad,0,0
Why would anyone buy AX's overpriced services when there are many more high-quality alternatives that essentially cost half the price?,0,20,134,would anyone buy overpriced service many high quality alternative essentially cost half price,0,0
"SCTY cools off, but SPW continues upward. Our take:  also, look for our updated solar market outlook soon",1,18,105,scty cool spw continues upward take also look updated solar market outlook soon,0,1
"CSCO get on the train to San Jose now, 23.80 before next Qtr earnings",1,14,69,csco get train san jose next qtr earnings,0,1
pep trying to break thru the 9 ema on the 5 min after triple doji bottom,1,16,72,pep trying break thru ema min triple doji bottom,1,1
AAP here is some news none of us have ever heard..  ,1,11,52,aap news none ever heard,0,0
NFX tight flag 10minute,1,4,23,nfx tight flag minute,0,1
BAC New OD !,0,4,12,bac new,1,1
BAC New ow of Day 12.20.Broken --> 12.18,0,8,40,bac new day broken,0,0
BAC Oups OD is 12.16 now,0,6,24,bac oups,0,1
BAC Back run down to 11.75 area to consolidate.. Sell Off &  Profit Take !,0,15,74,bac back run area consolidate sell profit take,0,1
BAC ot of Big Sellers on 2 New OD again 12.12 Expect a big sell-of   EOD,0,16,72,bac big seller new expect big sell eod,0,1
ES_F Vivid bearish volume histogram divergence in XHB home sector-( TO EN PHM )  ,0,14,81,vivid bearish volume histogram divergence xhb home sector phm,0,0
BAC It's will be healty to consolidate few day around 11.75 before going to 13.00 !!!,0,16,85,bac healty consolidate day around going,1,1
BAC Big Boys are selling on 2 lot off Big Stake for sale !,0,14,58,bac big boy selling lot big stake sale,0,1
user: BAC All the banks are reversing now!,0,8,42,user bac bank reversing,1,1
BAC ook  evel2 lot of selling occur from funds !,0,10,48,bac ook evel lot selling occur fund,0,1
out 1/3 of VMW short more. carrying remainder overnight also short full position FB and BID,0,16,91,vmw short carrying remainder overnight also short full position bid,0,0
AAP GS says higher div likely .. more value investors? Why no stock split instead?  ,1,15,84,aap say higher div likely value investor stock split instead,0,0
"ed Monthly Triangle on CSN,.......pdating  ",1,5,43,monthly triangle csn pdating,0,1
user still holding those puts? :) MCP,0,7,37,user still holding put mcp,0,1
Swing Trade Quick Pick: The J.M. Smucker Co. SJM |   ,1,10,53,swing trade quick pick smucker sjm,0,0
user 45000 Did you check my update about CSN?,1,9,45,user check update csn,0,1
BBY Best Buy Founder Schulze Considers Alternatives to Buyout Plan Feb 13 at 15:48 Profile hits: NONE Disclosure Short BBY,0,20,122,bby best buy founder schulze considers alternative buyout plan feb profile hit none disclosure short bby,0,1
"CEG ooking to Add to, soon.",1,6,27,ceg ooking add soon,0,1
znga looking to continue to add as well.,1,8,40,znga looking continue add well,1,1
PPHM is going down like a Ship!,0,7,31,pphm going like ship,0,0
"YB holders cashing in after big run since November, GS underwriting 25 million shares secondary",1,15,95,holder cashing big run since november underwriting million share secondary,0,1
CSCO Never mind Crisco - Call her KY for the longs.... 16 target,0,13,64,csco never mind crisco call longs target,1,0
"NN uptrend still intact. Had resistance at 0,4. It will attack that again in the next days. First gap to close is 0,5 then 0,8. TP 1,5",1,27,134,uptrend still intact resistance attack next day first gap close,1,1
Our 2013 solar outlook:  SPW SCTY FS YGE TS STP,1,10,47,solar outlook spw scty yge stp,0,1
user CalMustang That's why we own 0.05 puts... doesn't get any cheaper than that on the risk side MCP,0,19,101,user calmustang put get cheaper risk side mcp,0,0
Omega Advisors initiated a 3 million share stake in FB  also sold his entire stake in Apple AAP   ,0,18,98,omega advisor initiated million share stake also sold entire stake apple aap,1,0
Take a look at how IDCC jumped up quickly after touching the lower Bollinger Band. Happening again.  ,1,17,101,take look idcc jumped quickly touching lower bollinger band happening,1,1
"AMZN - no matter how I look at it, I still can't figure out why it's valued at 269.47 >   ",0,20,90,amzn matter look still figure valued,0,1
Market Wrap Video + Additions to Watch ist  including: AGO AS CHK CVA GA NFX GP - by My Valentine,1,20,97,market wrap video addition watch ist including ago chk cva nfx valentine,0,1
BAC Don't forget OPEX is Friday (3rd Friday of month) So we will see below 12.00 for OPEX IMHO!,0,19,95,bac forget opex friday rd friday month see opex imho,0,1
After Hours Most Advanced: SKX AWC IO BT THO NFX   ANGI EDMC JCOM BCO VCK Z SGEN EQIX MBFI,1,19,90,hour advanced skx awc tho nfx angi edmc jcom bco vck sgen eqix mbfi,0,1
INVN CEE - started it's red bar down shorting more and CEE hasnt made it move yet - patience,0,19,92,invn cee started red bar shorting cee hasnt made move yet patience,0,0
user You're Wrong I was long BAC till Yesterday. I think you are falling in love with Stock instead of making  ;-),0,22,114,user wrong long bac till yesterday think falling love stock instead making,0,0
BK buys HNZ is HSY next? Warren must like chocolate bars with a coke KO,1,15,71,buy hnz hsy next warren must like chocolate bar coke,0,1
"AN rally on MS upgrade might be enough to keep us long, price needs to reclaim 10wk  ",1,17,85,rally upgrade might enough keep long price need reclaim wk,1,1
COMPQ SPx AAP C CSCO GM - Wall Street: Futures in red before jobs data   ,0,15,73,compq spx aap csco wall street future red job data,0,1
Side note: Nelson Peltz (Trian) actually designed the new HNZ ketchup packets. Wendy's is one Peltz's fav investment.,1,18,117,side note nelson peltz trian actually designed new hnz ketchup packet wendy one peltz fav investment,0,1
BAC Euro-zone GDP plunge stokes rate-cut expectations  ,0,7,55,bac euro zone gdp plunge stokes rate cut expectation,0,0
DE looking for a bounce,1,5,23,looking bounce,0,1
"FIO Hedge Funds Are Buying These 4 Oversold, Highly Shorted Stocks With Troubling Sales Trends  ONG",1,16,99,fio hedge fund buying oversold highly shorted stock troubling sale trend ong,0,0
the last two times I saw Warren Buffett he told me to 'Catch p' ....i just thought I was slow! .... ahhhhh hnz,1,23,110,last two time saw warren buffett told catch thought slow ahhhhh hnz,0,0
COH 52w low...,0,3,14,coh w low,0,0
"eal estate on fire this morning wit GY and Z, Z only up 4 since the open #NewMomoStocks",1,18,87,eal estate fire morning wit since open newmomostocks,1,1
"AFFY oversold.  etter is precaution, not a death sentence.",1,9,58,affy oversold etter precaution death sentence,0,0
HTZ Great relative strength today in red tape.  This wants 19+!,1,11,63,htz great relative strength today red tape want,1,1
"SYNT full year 2012 revs +13%, EPS +51% vs 2011",1,10,47,synt full year rev eps,1,1
EAP being sat on at 6.58 by large sell blocks - maybe some people need out of shorts?,1,18,85,eap sat large sell block maybe people need short,0,0
AFFY unbelievable round trip!,1,4,29,affy unbelievable round trip,0,1
"SWI still acting sluggishly but not invalidating yet, hanging in  ",1,10,66,swi still acting sluggishly invalidating yet hanging,0,0
"SWY - long late night checkout line was funny last night - all men with last minute Valentines flowers, cards & candy  - did you get yours?",1,27,139,swy long late night checkout line funny last night men last minute valentine flower card candy get,0,0
MCP so much for my 7 puts... at least I have common stock! SC here we come!!! ,1,17,78,mcp much put least common stock come,1,0
GMC upside volume low but confirmed strong support beneath  ,1,9,60,gmc upside volume low confirmed strong support beneath,0,1
"OCN closing off its highs recently, but volume remains on upside, no damage done yet  ",1,15,86,ocn closing high recently volume remains upside damage done yet,1,0
news on NS?,0,3,11,news,0,1
NS aggressive put buying in Feb options,0,7,39,aggressive put buying feb option,0,1
"GS continues higher - a great ex. of buying right and sitting tight, allowing your winners to run  ",1,18,99,continues higher great buying right sitting tight allowing winner run,1,1
NS breaks below the triangle,0,5,28,break triangle,0,0
The Harbor - ValuePlays | ValuePlays  HHC XOM FB M DDS GGP,1,12,58,harbor valueplays valueplays hhc xom dd ggp,0,1
user Me too but NFX has been kicking my A!,0,10,42,user nfx kicking,0,1
"NFX daily had the buy, its in extreme overbought so up should slow down but orange EH is power.  ",1,19,97,nfx daily buy extreme overbought slow orange power,0,0
SWKS ong Setup (Triggered):   ,1,4,30,swks ong setup triggered,0,0
user: SWKS ong Setup (Triggered):   ,1,5,36,user swks ong setup triggered,0,0
SFY - Now that's a pretty Short Stroke forming.,1,9,47,sfy pretty short stroke forming,0,1
SFY - Now that's a pretty Short Stroke forming.  ,1,9,49,sfy pretty short stroke forming,0,1
INVN is a tough one to figure out & trade short term. I'm in long term so I brush off the intraday volatility,1,23,109,invn tough one figure trade short term long term brush intraday volatility,0,0
"ed Weekly Triangle on AMPE,....pdating  ",1,5,40,weekly triangle ampe pdating,0,1
user Nice JVA Super ed,1,5,22,user nice jva super,0,1
"Sold partial SKX It is in a bear market you make most of your money, you just don't know it then aising ",1,22,104,sold partial skx bear market make money know aising,0,0
AAP weak... no volume..,0,4,23,aap weak volume,0,0
ACX Fidelity now owns 2.981%. XV BBH,1,7,36,acx fidelity owns bbh,0,0
WFM fibs say here  or 81.67  ,1,6,29,wfm fib say,0,0
"BAC altho vol during formation not ideal, still a saucer nonetheless & possible C-n-H. Trend clear  ",1,16,100,bac altho vol formation ideal still saucer nonetheless possible trend clear,1,1
CT declining 22 % after a dividend cut of 26 %.,0,11,47,declining dividend cut,0,0
HNZ do you guys think it will fill the gap?,0,10,43,hnz guy think fill gap,0,0
VXY IVAN buy SPW after a minor pullback - 14.70 target,1,11,54,vxy ivan buy spw minor pullback target,1,0
AAP 65mins Bear Flags  ,0,4,23,aap min bear flag,0,1
SEV needs a little bump to get it moving up again.,1,11,50,sev need little bump get moving,0,0
CST - 150% avg daily volume. ooks good for higher. Next resistance is gapfill.   ,1,14,81,cst avg daily volume ooks good higher next resistance gapfill,1,1
OVTI eclipsed yesterday's highs...16.50 initial tgt  ,1,6,53,ovti eclipsed yesterday high initial tgt,1,1
HA from morning follow up - best new mover from watch list today with volume of 145% ave full day   ,1,20,100,morning follow best new mover watch list today volume ave full day,1,1
ES_F Hedges rotating into Junk stocks like Solars and squeezing them FS SPW - Sign of End of QE Inflation ally?,0,21,111,hedge rotating junk stock like solars squeezing spw sign end inflation ally,0,0
Halliburton having a monster day. The Evil Empire wins again. HA,1,11,64,halliburton monster day evil empire win,0,0
W looking nice,1,3,14,looking nice,1,1
ADM 50ma crossing above 200ma,1,5,29,adm crossing,1,1
"AN ooks like that pullback entry worked, now lets see the action.",1,12,65,ooks like pullback entry worked let see action,1,1
SPW seeing a bearish divergence forming.  on watch for a flush to short.,0,13,72,spw seeing bearish divergence forming watch flush short,0,0
VVS at the highs  ,1,4,18,vvs high,1,1
Solar stocks are ripping. SPW up 20% and FS up 7% and Trending  ,1,13,64,solar stock ripping spw trending,1,0
call vol has tempted me in! :) ONNN,1,8,35,call vol tempted onnn,1,1
GPN is breaking out !! Tiger Global aised Stake in Groupon from 1.3M Shares to 65M Shares  ,1,17,91,gpn breaking tiger global aised stake groupon share share,1,1
"AN technicals turning positive. SI rising, MACD crossover. Cleared 50EMA.  ",1,10,75,technical turning positive rising macd crossover cleared ema,1,1
SPW short 12.33,0,3,15,spw short,0,0
HF entry 18.34 stop 17.55  ,1,5,27,entry stop,0,0
PPHM  Going down to 0.69 ouch...,0,6,32,pphm going ouch,0,0
"GPN indeed has broken out of 9 mo base with min next upside target of 6.12/16 if hurdled and sustained, 6.50/55 with 7.50 med term outlier",1,26,138,gpn indeed broken base min next upside target hurdled sustained med term outlier,1,0
BAC Sell-Off of the day begin !,0,7,31,bac sell day begin,0,1
2013 ooks Bright for .S. New Vehicle Sales - Blog Posts by Tom ibby | . . Polk F GM TM HMC,1,22,90,ooks bright new vehicle sale blog post tom ibby polk hmc,0,1
"user I agree it's accumulation, but on SHOT term I'm bearish and on long term I'm bullish on BAC",0,19,96,user agree accumulation shot term bearish long term bullish bac,0,1
GEVO still holding for breakout !!,1,6,34,gevo still holding breakout,1,1
SPW covered 12.12 not trusting it for a swing.  will watch for another short tomorrow,0,15,85,spw covered trusting swing watch another short tomorrow,0,1
agree user: hedge funds sold AAP in Q4. We'll see if it was a smart move or they dumped the stock in a panic. I say the latter,1,28,126,agree user hedge fund sold aap see smart move dumped stock panic say latter,0,0
PPHM 3 million shares stuck in a squeeze. Disinfo agents already appearing! user  ,1,13,82,pphm million share stuck squeeze disinfo agent already appearing user,0,0
VHC looks ready to go...really tight range last few days  ,1,10,58,vhc look ready really tight range last day,1,1
WOW! WFM. Bearish past 86.72,0,5,28,wow wfm bearish past,0,0
TSA this is why electic cars will go mainstream soon  ,1,10,54,tsa electic car mainstream soon,1,1
NVDA rebounded strongly today on pretty heavy volume and might be on the way up again.  ,1,16,88,nvda rebounded strongly today pretty heavy volume might way,1,1
GEVO The volume is still large so it could potentially break out again at any moment.  ,1,16,87,gevo volume still large could potentially break moment,1,1
user check out CNN reporters finishing up successful TSA drive from DC to Boston.  Prob have cameras in car  ,1,19,109,user check cnn reporter finishing successful tsa drive boston prob camera car,0,1
Selling ICE Short check out my video analysis  ,0,8,47,selling ice short check video analysis,0,1
"WT Bullish signal (initial confirmation) pushing above the 200 day average, for the 1st time since July of 2011.  ",1,19,114,bullish signal initial confirmation pushing day average st time since july,1,1
"ES,TF,YM,SPY,IWM,DIA, Hurricane FAGS are P!   Another warning lite...  ",0,8,71,spy iwm dia hurricane fag another warning lite,0,0
Told you on SPW  I still target 16 and higher  ,1,10,47,told spw still target higher,1,0
ADS breakout   ,1,2,15,ad breakout,1,1
HNZ Another American Institution sold to foreign interests as SA is gutted. Buffett has 0 management power over 3G.  ,0,19,117,hnz another american institution sold foreign interest gutted buffett management power,0,0
GD SV NEM ABX AY - The Price of Gold plunges to six-month low    ,0,14,65,nem abx price gold plunge six month low,0,0
COMPQ SPX IND AIG KFT AEP  Futures traded in red with an eye on the G-20   ,0,16,75,compq spx ind aig kft aep future traded red eye,0,1
"T user DDD & SSYS working on left side of new bases. Wait patiently for them to form & better price action, as entry is everything.",1,26,131,user ddd ssys working left side new base wait patiently form better price action entry everything,0,1
Hot Stock today - QIK OPXA MAKO DAA,1,8,35,hot stock today qik opxa mako daa,0,1
Market Wrap Video + Additions to Watch ist  including: AEG CAM DMND DC FT SFY ZOT,1,16,81,market wrap video addition watch ist including aeg cam dmnd sfy zot,0,1
GD SV NEM ABX AY P DZZ - The Price of Gold plunges to six-month low  ,0,16,69,nem abx dzz price gold plunge six month low,0,0
PreMarket Most Advanced: QIK GTAT IEP MEKO WTSA QGEN TIBX ATM ZNGA JB,1,13,69,premarket advanced qik gtat iep meko wtsa qgen tibx atm znga,0,0
today could be the beginning for a MSFT run! (no pos),1,11,53,today could beginning msft run po,0,1
going to full position in M,1,6,27,going full position,1,1
M currently above resistance this morning  ,1,6,43,currently resistance morning,1,1
"54 Short Ideas to prepare for the next correction,  BID SV GD FXE PB WTW FCX CF MNST Starting to tighten.",0,21,105,short idea prepare next correction bid fxe wtw fcx mnst starting tighten,0,1
GEVO Good breakout on high volume.  Possibly a nice long trade for a 30-40 cents profit,1,16,87,gevo good breakout high volume possibly nice long trade cent profit,1,1
SWY - added to long,1,5,19,swy added long,1,1
anad long 2.61 flag breakout.  ,1,5,31,anad long flag breakout,1,1
user: NTI buying 8.80 -8.83 - BYING MOE 8.87 -8.90 - magic 9 test,1,14,65,user nti buying bying moe magic test,0,1
ATVI short with a tight stop.,0,6,29,atvi short tight stop,0,0
SHW keep eye on this one - poised to breakout to new highs  ,1,13,60,shw keep eye one poised breakout new high,1,1
PCYC strong winning trade since Wednesday up 10+ since (holding)  ,1,10,66,pcyc strong winning trade since wednesday since holding,1,1
Equities esearch Morning post at my home page SSYS DDD,0,10,54,equity esearch morning post home page ssys ddd,0,1
SHD - Coiling snake,1,4,19,shd coiling snake,0,0
user I was early...but right on! thanks for lookin out ! ssys,0,12,61,user early right thanks lookin ssys,1,1
user I want to frame this post u sent me....you may have been only one to read it lol ssys,0,20,90,user want frame post sent may one read lol ssys,0,1
TIP - p fill the gap,1,6,20,tip fill gap,0,0
"EXAS nice pattern, maybe trying to break out of this handle or wedge   ",1,13,71,exas nice pattern maybe trying break handle wedge,1,1
GOOG stopped out of half --,1,6,27,goog stopped half,0,0
FS alert update: I suggest selling at least half again booking profits over 36% thanks again FS,1,17,95,alert update suggest selling least half booking profit thanks,1,1
DDD - Breaks 50 day.... Stops at 50,0,8,35,ddd break day stop,0,0
SSYS - 65 or 60... pick your winner...,0,8,38,ssys pick winner,0,1
It really wants it. user: ZGNX...C'MON 1.60 + PINT  ,1,9,52,really want user zgnx mon pint,1,1
BAC 11.95 could be the pin today !,0,8,34,bac could pin today,0,1
ZNGA 3.22 better be holding!!!,1,5,30,znga better holding,0,1
user: Why is BAC falling? Montlu OPEX and Pullback of OVerall Market,0,12,68,user bac falling montlu opex pullback overall market,0,0
"IPHI ....that would be called a spike, lol, in at .49",1,11,53,iphi would called spike lol,0,1
N found buyers near its rising 50dma and it is looking to resume its uptrend  ,1,15,78,found buyer near rising dma looking resume uptrend,1,1
I was out today so missed it but CAY from watch list did well on vol of 197% of ave full day   ,1,22,95,today missed cay watch list well vol ave full day,1,0
GME big volume coming in,1,5,24,gme big volume coming,0,1
FT another watch list added yesterday that triggered today has volume of 55% of full day average   ,1,17,99,another watch list added yesterday triggered today volume full day average,0,1
QCO made like 3 points scalping this today!!!!!!!!!!!!!!!,1,8,57,qco made like point scalping today,1,0
user: BAC accidentally bought the dip ->Now Close r Eyes Till end of March ;-) Or buy more on EOD Should Close 11.95 12.00 Opex,0,25,127,user bac accidentally bought dip close eye till end march buy eod close opex,0,0
Nice share.... user: AMZN intraday short explaination.  ,0,7,56,nice share user amzn intraday short explaination,0,1
SWY pretty lame selling SWY because WMT sold horse meat in Europe. TH SPY,1,14,73,swy pretty lame selling swy wmt sold horse meat europe spy,0,0
SBX breaking down from ascending channel. 54.57 gap close  ,0,9,59,sbx breaking ascending channel gap close,0,0
QCO Questcor ises On nusually High Volume (QCO),1,8,47,qco questcor ises nusually high volume qco,1,1
AAP note +4 on 30 min opening range this morning short. Still moving lower.   ,0,14,78,aap note min opening range morning short still moving lower,0,0
SBX gap close...that was fast,0,5,29,sbx gap close fast,0,1
"WMT Wal-Mart on report of slow February sales: Often see internal communications that are not entirely accurate. -2,8 %at this time.",0,21,132,wmt wal mart report slow february sale often see internal communication entirely accurate time,0,0
DIS staying pretty strong on the board through that market dump,1,11,63,dis staying pretty strong board market dump,1,1
APO good volume bounce; entry 22.19 stop 20.50  ,1,8,48,apo good volume bounce entry stop,1,1
DV Pulling back to breakout point. Needs to hold the 2 area. Strong Bullish trend still intact.  ,1,17,97,pulling back breakout point need hold area strong bullish trend still intact,1,1
What??? No! How is this possible? ;) user: Payroll taxes eating WMT lunch.,0,13,74,possible user payroll tax eating wmt lunch,0,0
I have a feeling the last 10 minutes of today's close are going to be interesting for NX.,1,18,89,feeling last minute today close going interesting,0,1
VXY Short again - GS just downgraded volatility into June,0,10,57,vxy short downgraded volatility june,0,0
HF - looks like icahn will be losing 100 times of his schmuck insurance that he waged war with ackman or his total NFX profit so far,0,27,132,look like icahn losing time schmuck insurance waged war ackman total nfx profit far,0,0
Canadian MTY.CA much better choice than CMG #valueinvesting,1,8,59,canadian mty much better choice cmg valueinvesting,1,1
"WMT Scared over an e-mail? Ha, in on this for the bounce back.",1,13,62,wmt scared mail bounce back,0,0
"ed Daily Triangle on SONC,.....Open ong at 10.99",1,8,48,daily triangle sonc open ong,1,1
CF  #cliff the Head & Shoulder still thinks it's right!  ,0,10,57,cliff head shoulder still think right,0,1
QCO  5 Stocks ising on nusual Volume,1,7,36,qco stock ising nusual volume,0,0
SGY broke down its 50EMA & trendline support on increased volume and selling pressure.  ,0,14,88,sgy broke ema trendline support increased volume selling pressure,0,1
"DDD - still an 11% gain for year but shedding profits, look for a base to build (could be months)  ",1,20,99,ddd still gain year shedding profit look base build could month,0,1
MITK - been waiting for pullback since 4.00 not happening now looks to go thru 5.00 great company,1,18,97,mitk waiting pullback since happening look thru great company,1,1
MITK perfect example of cup and handle breakout from 4 to 5 - EVC has this pattern now,1,18,86,mitk perfect example cup handle breakout evc pattern,1,1
"CWST long 4.67, Ascending triangle, 4.65 touched several times,4.66 high. 200SMA 4.80'sh - magnet  ",1,14,99,cwst long ascending triangle touched several time high sma magnet,1,1
"BIOF looking very strong, I would like to see a pullback to re-enter.  ",1,13,71,biof looking strong would like see pullback enter,1,1
"ZOOM long .76, looking for continuation/momo  ",1,6,46,zoom long looking continuation momo,1,1
BCD price is holding above recent breakout area. Technicals look good.  ,1,11,72,bcd price holding recent breakout area technical look good,1,1
Keep an eye on this bull flag on VZ Over 45 would be buy trigger.   ,1,15,68,keep eye bull flag would buy trigger,1,1
Google will open its own stores by the end of 2013 GOOG #bull,1,13,61,google open store end goog bull,1,1
ltra ever dry will boost TEK in the next few months....,1,11,55,ltra ever dry boost tek next month,1,0
DVAX buzz around this stock now - will be in play Tuesday with news limited downside big upside,1,18,95,dvax buzz around stock play tuesday news limited downside big upside,1,1
AAP - Series of lower highs. ooks like it wants to retest the recent lows.   ,0,15,77,aap series lower high ooks like want retest recent low,0,0
EA if price doesn't hold above 9SMA then 16.71 is the next support.   ,1,13,70,price hold sma next support,0,1
FFIV - Worked off overbought levels quickly after testing the top side of this long term base.  Gap fill at 99.05. Ascending triangle.,1,23,134,ffiv worked overbought level quickly testing top side long term base gap fill ascending triangle,0,1
V - Tested the 50ema & working out of this bull flag. Expecting a test of recent highs.   ,1,18,90,tested ema working bull flag expecting test recent high,1,1
PIP breakout at 1.48 and then again at 1.70   ,1,9,46,pip breakout,1,1
"SANW read thru eps and cc. Nothing fancy, just steady execution of a plan. The best is yet to come. Some patience required",1,23,122,sanw read thru eps nothing fancy steady execution plan best yet come patience required,1,1
SANW to get a management team like this for such a small operation is unusual. Grewal is building a monster in a smart manner.,1,24,126,sanw get management team like small operation unusual grewal building monster smart manner,1,1
SANW btw I am not a buyer here. I already own a lot. I will add on pullback. I think there is a point in the future where this rockets,1,30,134,sanw btw buyer already lot add pullback think point future rocket,1,1
"MTG Major resistance at 2.80 which is Fib level and 20 day MA. if you are long, good luck.  ",0,19,92,mtg major resistance fib level day long good luck,0,1
DVAX tempted to increase position on Tue,1,7,40,dvax tempted increase position tue,0,1
"Shorts Tues, most I stalk have 1 - 4 days inside base or bounce after red kicker ACCO BT DMD EY GMX GO HAO NPSP OEH OZM TEO",0,28,123,short tues stalk day inside base bounce red kicker acco dmd gmx hao npsp oeh ozm teo,0,1
EBAY Nice consolidation since break out after earnings. Waiting for break out above 57.27..   ,1,14,94,ebay nice consolidation since break earnings waiting break,1,1
HPQ NVDA QCOM umored HP tablet could use Tegra 4 chip and Android as its OS  ,1,16,77,hpq nvda qcom umored tablet could use tegra chip android,0,1
SWY :  bought long-term calls.,1,5,30,swy bought long term call,1,1
"AAP broke 10 & 20 day MA's on Friday,acts dreky, support levels seem to be in 10 chunks to 430   ",0,20,97,aap broke day friday act dreky support level seem chunk,0,0
CJES C&J Energy: ook For The pward Trend to continue  ,1,10,54,cjes energy ook pward trend continue,1,1
SPW Interesting analysis and speculation of share price.  ,1,8,58,spw interesting analysis speculation share price,0,1
"SSYS short/medium term trend is down. Next major support is at 64.72, its 200-day EMA.  ",0,15,88,ssys short medium term trend next major support day ema,0,1
NKD target 150 - 12 points to be made on downside start short scaling here,0,15,74,nkd target point made downside start short scaling,0,0
PETM - ooks weak. Next support level is 63.40ish.   ,0,9,52,petm ooks weak next support level ish,0,0
I don't like the technicals on OMX but the fundamentals look like they could turn around with a few good quarters.,0,21,114,like technical omx fundamental look like could turn around good quarter,0,1
"NX setting up beautifully, and much is still short  ",1,9,52,setting beautifully much still short,1,0
"user arge % owners on Morningstar rival 1990's mania...CSCO, AO, etc. AAP range bound as funds diversify away w/o growth. JMHO",0,21,126,user arge owner morningstar rival mania csco etc aap range bound fund diversify away growth jmho,0,1
possible new shorts MCD XT DDD DE EA FFIV QCOM TA,0,11,49,possible new short mcd ddd ffiv qcom,0,1
"AA - China's buy into AA joint venture trumps weak aluminum demand and pricing  SPX, DJIA",1,16,89,china buy joint venture trump weak aluminum demand pricing spx djia,1,0
AEP Over 45.20  ,1,3,16,aep,0,1
WYN  Over 60.32  ,1,3,17,wyn,0,1
"JNP FX ong, getting in tom.",1,6,27,jnp ong getting tom,0,1
GOOG this market leader is heading to next Century mark 800 could see resistance  ,1,14,82,goog market leader heading next century mark could see resistance,0,0
GD SV ABX NEM FCX - Distrusts Soros sells gold and much of their holdings -  ,0,16,77,abx nem fcx distrust soros sell gold much holding,0,0
ABT - Abbott breaking out yday. Cup w/ tea and crumpets? handle Jan.  ,1,13,70,abt abbott breaking yday cup tea crumpet handle jan,1,0
FDX no position - watch list on this flag  ,1,9,43,fdx position watch list flag,0,1
